,vel_rates
201,0.004551365409623797
202,0.005524861878452293
203,0.004310344827586559
204,0.004341534008683217
205,0.005007153075823553
206,0.004228329809722866
207,0.004940014114326959
208,0.005109489051095931
209,0.007987220447282695
210,0.0017809439002661697
211,0.003980099502488909
212,0.004175365344469166
213,0.005219206680583366
214,0.0051387461459395985
215,0.004094165813716687
216,0.004102564102565377
217,0.0051334702258717235
218,0.005122950819671117
219,0.005128205128204288
220,0.004102564102565377
221,0.004102564102565377
222,0.005128205128204288
223,0.0051282051282039885
224,0.004106776180699568
225,0.005122950819671117
226,0.004052684903746392
227,0.0020161290322606063
228,0.0052083333333321
229,0.022300469483570954
230,0.05307262569832377
231,0.08538587848932089
232,0.08950086058520335
233,0.0838815789473652
234,0.07790143084260413
235,0.0798722044728476
236,0.07839999999999918
237,0.08000000000000114
238,0.08000000000000114
239,0.07839999999999918
240,0.07987220447284035
241,0.08000000000000114
242,0.08000000000000114
243,0.07852564102564438
244,0.07852564102563724
245,0.08146964856230081
246,0.07777777777778316
247,0.0837282780410724
248,0.07941653160454061
249,0.060763888888886834
250,0.028625954198467536
251,0.0020703933747439575
252,0.004273504273501224
253,0.002127659574470819
254,0.00021097046413502576
255,0.0002100840336134458
256,0.0002105263157894636
257,0.00021097046413502576
258,0.0021008403361295618
259,0.0002105263157894636
260,0.00021052631578948882
261,0.0002105263157894636
262,0.002109704641352836
263,0.0002100840336134458
264,0.0002105263157894636
265,0.00021052631578948882
266,0.00021321961620469353
267,0.002136752136754667
268,0.0020703933747437137
269,0.013384321223712968
270,0.032928942807619654
271,0.040518638573744124
272,0.04113924050633409
273,0.04126984126983189
274,0.039936102236426636
275,0.04006410256409877
276,0.04159999999999968
277,0.039999999999997725
278,0.04000000000000341
279,0.039999999999997725
280,0.04160000000000537
281,0.039999999999997725
282,0.039999999999997725
283,0.04146730462520217
284,0.04006410256410446
285,0.04058441558441424
286,0.04304635761589478
287,0.04958677685950452
288,0.040816326530615545
289,0.01694915254237288
290,0.010075566750628111
291,0.027874564459931694
292,0.02931228861330491
293,0.02601809954751455
294,0.027397260273968545
295,0.02514285714285539
296,0.02628571428571393
297,0.027428571428572468
298,0.02628571428571393
299,0.02628571428571393
300,0.02628571428571393
301,0.02628571428571799
302,0.02628571428571393
303,0.02742857142856841
304,0.025229357798167044
305,0.026047565118912992
306,0.02669632925472846
307,0.027334851936218384
308,0.041558441558437964
309,0.020280811232453094
310,0.00410677618069616
311,0.004672897196258501
312,0.004366812227072102
313,0.003875968992252652
314,0.00018518518518517818
315,0.0037735849056580754
316,0.0019120458890972082
317,0.001904761904764109
318,0.0019047619047643152
319,0.0019047619047573418
320,0.0019047619047643152
321,0.0019047619047643152
322,0.0038095238095214507
323,0.00019047619047619872
324,0.003838771593094792
325,0.0018691588785004279
326,0.0018018018018039817
327,0.0019531249999952295
328,0.009950248756213717
329,0.006289308176097467
330,0.0773333333333331
331,0.0729537366548034
332,0.0390173410404635
333,0.05684454756380673
334,0.04999999999999698
335,0.05189189189189322
336,0.051933701657457525
337,0.051705170517052826
338,0.05240174672488912
339,0.05664488017429111
340,0.053392658509460296
341,0.023501762632195368
342,0.020382165605092647
343,0.06105834464043929
344,0.06685236768801822
345,0.062413314840501354
346,0.059147180192573194
347,0.06224066390041125
348,0.05866302864939414
349,0.058744993324431366
350,0.06622516556291054
351,0.06330749354005553
352,0.024360535931789197
353,0.019867549668876043
354,0.04568527918781475
355,0.05128205128205389
356,0.045544554455445335
357,0.044910179640717286
358,0.046092184368739915
359,0.046464646464641816
360,0.04665314401623062
361,0.04527559055117708
362,0.04105839416058425
363,0.0374064837905259
364,0.03501945525291617
365,0.03422053231939299
366,0.03279938977879336
367,0.034562211981569085
368,0.03466872110939608
369,0.034749034749037164
370,0.045595054095828313
371,0.01144164759725142
372,0.04077094143810412
373,0.07571428571428251
374,0.12300208478110074
375,0.15120274914088844
376,0.14226804123711548
377,0.14023144996596348
378,0.14325646401118397
379,0.15367483296212664
380,0.16129032258065026
381,0.03881278538812869
382,0.020086083213774846
383,0.08418194161575183
384,0.1286740692357985
385,0.09339975093399364
386,0.03406326034063424
387,0.045454545454545255
388,0.04531722054380541
389,0.043277553375648654
390,0.02552467385139098
391,0.023536165327208022
392,0.02494061757719855
393,0.02502979737783174
394,0.02379570516540714
395,0.023672055427252342
396,0.02427745664739951
397,0.0243055555555535
398,0.024305555555557155
399,0.023740590619571282
400,0.02439024390243817
401,0.025566531086578644
402,0.024207492795389775
403,0.015245623941276563
404,0.005497526113247894
405,0.0021540118470658462
406,0.0037433155080202566
407,0.002140181915461726
408,0.002145922746781795
409,0.002145922746781795
410,0.0026852846401732807
411,0.002154011847063933
412,0.003241491085899638
413,0.0026766595289073975
414,0.007261410788381414
415,0.016377171215881624
416,0.02396931927133184
417,0.02460955986748782
418,0.022770398481972567
419,0.023344449737970965
420,0.023300047551116483
421,0.023124115148656154
422,0.02990033222591348
423,0.018728437654016918
424,0.013340174448434909
425,0.03125000000000091
426,0.02205537306428905
427,0.010643015521064727
428,0.0016611295681068564
429,3.985651654045413e-05
430,3.965107057890666e-05
431,0.00039968025579584156
432,3.99840063974414e-05
433,0.00039745627980971264
434,0.00039920159680545755
435,0.00040766408479316486
436,0.00041981528127526917
437,0.0004290004290009501
438,4.3252595155709124e-05
439,0.0004345936549316167
440,0.0017308524448281777
441,0.0021132713440401673
442,0.0024459845087647825
443,0.002377179080824178
444,0.013866877971474527
445,0.02365415986949314
446,0.046954314720812566
447,0.0767252464637824
448,0.011411665257819607
449,0.020374220374220906
450,0.07525083612039955
451,0.047234042553192086
452,0.03296232876712385
453,0.008565310492505038
454,0.002607561929594461
455,0.002251238181000698
456,0.0028382213812678026
457,0.0019694731659270722
458,0.0020080321285146506
459,0.0025188916876569124
460,0.00250375563345151
461,0.0024950099800394
462,0.001997004493260734
463,0.001997004493259074
464,0.014985014985015055
465,0.034000000000000696
466,0.050499999999999545
467,0.09719438877755557
468,0.05057586379569417
469,0.024012006003002125
470,0.0274862568715644
471,0.05491762356465157
472,0.10034947578632433
473,0.05497251374312568
474,0.03803803803803956
475,0.011005502751376567
476,0.001995012468828601
477,0.001493280238924884
478,0.0034860557768932833
479,0.008020050125314163
480,0.02532928064842935
481,0.015353121801433032
482,0.014403292181069583
483,0.04063786008230751
484,0.058008213552361784
485,0.05074320861096827
486,0.05076923076922787
487,0.05025641025641331
488,0.050847457627115705
489,0.055012853470438466
490,0.050639386189257354
491,0.024217961654895318
492,0.0004955401387518373
493,0.02542787286063601
494,0.029197080291969275
495,0.02484169508037254
496,0.025353486104340333
497,0.025353486104338276
498,0.02489019033674946
499,0.028864970645791584
500,0.025515210991169223
501,0.009837678307919047
502,0.013793103448277154
503,0.031111111111110885
504,0.03465346534653316
505,0.030693069306931546
506,0.031157270029674024
507,0.031157270029674024
508,0.031157270029674028
509,0.030677882236514305
510,0.03115727002967578
511,0.03066271018793255
512,0.03117268678871853
513,0.031157270029674024
514,0.031157270029672272
515,0.030662710187932585
516,0.031172686788718526
517,0.030632411067192517
518,0.029164607019279986
519,0.033217649975208936
520,0.04085700049825753
521,0.04393409885172107
522,0.04085700049825753
523,0.03273809523809532
524,0.029164607019278466
525,0.03162055335968203
526,0.030693069306929787
527,0.03114186851211328
528,0.03046683046682977
529,0.03236880823933263
530,0.03149999999999942
531,0.02524986849027043
532,0.014084507042253
533,0.006594724220624081
534,0.004334365325076073
535,0.007448789571694928
536,0.001841620626151061
537,0.0018303843807210931
538,0.0024570024570012023
539,0.0036452004860277895
540,0.0033783783783793786
541,0.0098598858329005
542,0.011095031355523605
543,0.01573033707865159
544,0.020815632965166093
545,0.0189473684210526
546,0.018667798048367004
547,0.0195994887089901
548,0.019230769230769874
549,0.020556745182012545
550,0.019019442096364348
551,0.012259910093992939
552,0.003916960438699315
553,0.0018982536066822209
554,0.0033771106941833723
555,0.0018789928598267178
556,0.002260738507913343
557,0.0022701475595907623
558,0.001526135062953592
559,0.002275312855516997
560,0.0029017047515412656
561,0.0006910850034556273
562,0.0019723865877707483
563,0.0009551098376308096
564,0.0012832852101377808
565,0.0009797517962122399
566,0.0013175230566528347
567,0.0009855453350854201
568,0.0013144922773582577
569,0.00032916392363381076
570,0.0013054830287198699
571,0.005748961992973761
572,0.012115563839701486
573,0.016433353621425124
574,0.01687763713080152
575,0.016348773841961386
576,0.016188149053146264
577,0.019932536031891955
578,0.022440823854902446
579,0.025641025641027323
580,0.016476932294786823
581,0.006908462867011237
582,0.0019493177387908329
583,0.007492641156008161
584,0.0002620545073378443
585,0.004435168275502111
586,0.0031421838177534906
587,0.002617115938236455
588,0.0031454783748362473
589,0.0031729243786358255
590,0.02997056462402979
591,0.03732970027247895
592,0.058676307007785956
593,0.030053870144598906
594,0.01951779563719945
595,0.007456266131345786
596,0.0002858776443675496
597,0.0002856326763775139
598,0.00028555111364867233
599,2.8546959748787335e-05
600,2.8595939376607943e-05
601,2.8702640642938845e-05
602,2.8851702250433655e-05
603,2.896871378910778e-05
604,0.0002900232018554743
605,2.8993911278629954e-05
606,0.0002899391127877126
607,2.898550724637643e-05
608,2.8910089621278276e-05
609,0.0017331022530339695
610,2.9095141111434293e-05
611,0.008904719501336271
612,0.021334958854007602
613,0.03112356053532491
614,0.03323925995609998
615,0.03133813851457126
616,0.03126954346466718
617,0.0315427857588993
618,0.031230480949407082
619,0.029467084639498303
620,0.03524229074889874
621,0.042253521126759834
622,0.034841075794621416
623,0.01299468399291226
624,0.00836699365262546
625,0.03764367816091941
626,0.05557155197235696
627,0.06442335346563231
628,0.036599423631124
629,0.014873140857393503
630,0.010098010098010078
631,0.006016847172081576
632,0.006325301204819103
633,0.006000600060006255
634,0.005966587112171956
635,0.00626118067978549
636,0.005482790130978136
637,0.0057251908396938845
638,0.002964426877470633
639,0.009207497533705665
640,0.026488002492989562
641,0.036925848093663914
642,0.04335343095033078
643,0.03929273084479526
644,0.03471444568868883
645,0.036286919831223355
646,0.036358511837656704
647,0.036276715410573646
648,0.03610411418975495
649,0.03846153846153969
650,0.035868005738879605
651,0.02338830584707603
652,0.011501398818776522
653,0.003587736464448507
654,0.008029441284710823
655,0.00469798657718096
656,0.005006675567423262
657,0.004990019960080265
658,0.004672897196261317
659,0.005370929842229872
660,0.004039044092898163
661,0.000335795836132035
662,0.0006673340006657629
663,0.0006648936170220807
664,0.0016633399866930276
665,0.0006680026720114727
666,0.005060728744939563
667,0.012649572649573731
668,0.01865284974093224
669,0.01977107180020737
670,0.01836451836451886
671,0.018704537582264927
672,0.018351800554016185
673,0.02001380262249883
674,0.018601446779194515
675,0.012793914246195836
676,0.005255781359495567
677,0.0007168458781358128
678,0.001840264998160764
679,0.0007671653241269329
680,0.0008012820512830001
681,0.006142506142506357
682,0.006935944512445068
683,0.006374501992031194
684,0.006735340729001065
685,0.005698005698007156
686,0.004338394793925265
687,0.009567198177677178
688,0.007342143906018666
689,0.006549118387912284
690,0.0065656565656555576
691,0.0065097646469700265
692,0.006993006993007812
693,0.006996501749125193
694,0.006499999999999062
695,0.006503251625813668
696,0.006499999999999062
697,0.006999999999999673
698,0.006496751624188821
699,0.019980019980020025
700,0.02898550724637707
701,0.046499999999999986
702,0.09263895843765255
703,0.04652326163081484
704,0.02898550724637707
705,0.019980019980020025
706,0.006496751624188821
707,0.006999999999999673
708,0.006499999999999062
709,0.006496751624188821
710,0.006503251625811891
711,0.006535947712419036
712,0.008060453400503298
713,0.007932573128409207
714,0.0019056693663654267
715,0.008601177003170368
716,0.01876909646442432
717,0.02409638554217072
718,0.024568965517241453
719,0.02340702210663271
720,0.023376623376623277
721,0.023255813953488087
722,0.02407566638005024
723,0.026270456503017403
724,0.025951557093423644
725,0.026019080659149037
726,0.02598527501082853
727,0.026441265713045496
728,0.02597402597402757
729,0.025862068965514864
730,0.027538726333909722
731,0.02615518744550837
732,0.019945602901178888
733,0.010576923076923563
734,0.001999000499750589
735,4.9309664694279596e-05
736,0.0013717421124821568
737,0.006079027355621752
738,0.002847843775427933
739,0.002372479240806034
740,0.0023724792408072255
741,0.0028363047001621175
742,0.002109704641350638
743,0.002640845070421665
744,0.0022411474675031497
745,0.002640845070422447
746,0.0021097046413498886
747,0.0024311183144253737
748,0.002767892447607376
749,0.0023706045041489085
750,0.002852485737570972
751,0.0056277056277057175
752,0.0018399264029445152
753,0.0024108003857283584
754,0.0023889154323933925
755,0.0027235587834777367
756,0.002159827213823393
757,0.002553191489360895
758,0.002612102742708982
759,0.0018173557473865258
760,0.0023030861354217725
761,0.002707581227436777
762,0.0026536930561699753
763,0.0040322580645163345
764,0.004261363636362796
765,0.003964321110009864
766,0.0024582104228127242
767,0.0009165902841431918
768,0.007388092133854833
769,0.004480651731160301
770,0.003971405877680927
771,0.003943217665614967
772,0.003985651654046037
773,0.004493464052287823
774,0.0042301184433162645
775,0.0034632034632031635
776,0.003384094754653036
777,0.003999999999999915
778,0.004931714719271222
779,0.004086181277861036
780,0.0037979491074821704
781,0.004340962904498722
782,0.004019292604501798
783,0.003946329913180139
784,0.0041809198023574886
785,0.003728560775540223
786,0.003800836183960267
787,0.004346108257605474
788,0.0040387722132472735
789,0.003153330705557355
790,0.001114827201783753
791,0.007394366197183592
792,0.007376185458377571
793,0.0036913990402357793
794,0.000784313725490472
795,0.0019817677368209204
796,0.002265861027189824
797,0.003210845522654927
798,0.003138075313807718
799,0.002863278453829454
800,0.0018789928598273852
801,0.0027184466019415728
802,0.003086419753086648
803,0.002220577350110644
804,0.0028388928317950746
805,0.002446696959105626
806,0.0028520499108732928
807,0.003001876172608001
808,0.0019778481012662943
809,0.00242033077853929
810,0.0027678924476083272
811,0.0026758409785929294
812,0.0026187803965573857
813,0.002607076350093482
814,0.002607076350093041
815,0.002245508982036183
816,0.0026737967914435565
817,0.0031397174254316432
818,0.002404809619239166
819,0.0024154589371975185
820,0.002803364036844714
821,0.002798880447820513
822,0.0023999999999993805
823,0.0023980815347732463
824,0.002802241793433598
825,0.002822580645162113
826,0.002414486921529143
827,3.9339103068451334e-05
828,0.002596439169139429
829,0.013171947312210552
830,0.010465901417960869
831,0.004623513870541125
832,0.001982160555004415
833,0.005666666666667079
834,0.0033433634236038367
835,0.0036727879799664884
836,0.003343363423604345
837,0.00364963503649626
838,0.0033046926635826395
839,0.0020435967302446004
840,0.029634983736898872
841,0.042933130699090674
842,0.07582551977170257
843,0.044863731656183625
844,0.04094292803970487
845,0.0032786885245897294
846,0.006578947368420284
847,0.006958657388457368
848,0.0067406819984133105
849,0.006823351023503707
850,0.00662008091209951
851,0.006886553098948337
852,0.006881564650489004
853,0.0069368382621395035
854,0.0482283464566937
855,0.04786680541102982
856,0.04044117647058926
857,0.005706134094151905
858,0.030575539568343715
859,0.040000000000000924
860,0.03413654618474031
861,0.0330739299610878
862,0.030888030888030875
863,0.032882011605415894
864,0.03481624758220586
865,0.030947775628626113
866,0.03294573643410886
867,0.03288201160541598
868,0.031007751937984204
869,0.032882011605415894
870,0.03288201160541598
871,0.030947775628626113
872,0.032945736434110584
873,0.030947775628625246
874,0.032882011605416796
875,0.03294573643410886
876,0.030947775628625246
877,0.03488372093023352
878,0.03288201160541417
879,0.030947775628627817
880,0.032882011605415894
881,0.03307392996108872
882,0.030592734225621667
883,0.03153988868274556
884,0.06936416184971307
885,0.02107728337236859
886,0.30555555555554115
887,0.6981132075472098
888,2.7812499999990563
889,1.857142857143401
890,0.2317073170732196
891,0.0006944444444443496
892,0.0007518796992481454
893,0.0017241379310346991
894,10.00000000000334
895,0.04000000000000426
896,0.006250000000002221
897,0.0036630036630047476
898,0.00035335689045938015
899,0.00045454545454545693
900,0.00048309178743959525
901,0.003267973856210118
902,0.0022779043280190207
903,0.0017543859649097712
904,0.00015408320493066235
905,0.00014947683109118156
906,0.00015624999999999987
907,0.00017543859649123017
908,0.020408163265302995
909,0.021538461538460344
910,0.04363636363636406
911,0.05817452357071197
912,0.060580204778156184
913,0.012705530642750028
914,0.008146639511201419
915,0.0013550135501359418
916,0.001374570446734635
917,0.0006877579092161888
918,0.001375515818432364
919,0.0013764624913963437
920,0.0013774104683187975
921,0.0013726835964302678
922,0.010884353741496617
923,0.022222222222223073
924,0.03072812291249035
925,0.0332889480692419
926,0.03129161118508616
927,0.03200000000000003
928,0.0313124583610929
929,0.03135423615743879
930,0.031671159029648614
931,0.03573836817262352
932,0.030819672131147235
933,0.0073439412484703525
934,0.007352941176471031
935,0.026133333333333533
936,0.028139656070870177
937,0.02558746736292412
938,0.025735294117646922
939,0.02592592592592592
940,0.026161238654565204
941,0.030494216614090085
942,0.017408123791102643
943,0.0022542831379620907
944,0.02015113350125942
945,0.03476886606084586
946,0.0411263430900334
947,0.03740374037403714
948,0.03726937269372682
949,0.03783382789317522
950,0.03764442787923942
951,0.04513241327862735
952,0.00109609061015715
953,0.024844720496894464
954,0.045904887714663056
955,0.07787274453941084
956,0.07054567380162842
957,0.055258467023172664
958,0.06013694551950019
959,0.06012563565659544
960,0.06004756242568388
961,0.06353919239905037
962,0.0531000613873536
963,0.03966189856957092
964,0.027008310249307797
965,0.013852489704230489
966,0.0064438179621425645
967,0.003961267605633918
968,0.0013574660633484802
969,4.3233895373972886e-05
970,0.0008316008316007495
971,0.0004161464835623494
972,0.0008525149190109978
973,0.00043140638481425393
974,0.0008572653236179465
975,0.000850701829008839
976,0.01336783096162116
977,0.03123625164980196
978,0.05874616396317551
979,0.0757071547420948
980,0.055424528301887
981,0.024719101123595464
982,0.0034103827207275696
983,0.004330708661417161
984,0.004431909750201629
985,0.013209013209013071
986,0.015390252839868264
987,0.037464985994397744
988,0.06183155080213985
989,0.030723488602576503
990,0.019262703420790225
991,0.01301735647530068
992,0.0043347782594194435
993,0.004331889370210227
994,0.004668222740913679
995,0.004004004004003916
996,0.001006036217303871
997,0.0006736274840015606
998,0.0009999999999997418
999,0.0029013539651838853
1000,0.0009287925696594727
1001,0.0005940005940005353
1002,0.0008771929824561695
1003,0.0008703220191471024
1004,0.000575539568345266
1005,0.0008643042350907838
1006,0.0029061319383899627
1007,0.002039032915817204
1008,0.006191950464396206
1009,0.0010869565217392501
1010,0.0005192107995845699
1011,0.002578648788035253
1012,0.002615062761506212
1013,0.002392980590268421
1014,0.0024161073825504126
1015,0.0024298056155506033
1016,0.0024483133841132674
1017,0.002458344714558994
1018,0.001631765025836307
1019,0.0037930100243837262
1020,0.004081632653061125
1021,0.0036001107726391407
1022,0.0039772727272728145
1023,0.003713224792916306
1024,0.0033426183844009636
1025,0.004317323259579284
1026,0.003760408272898069
1027,0.003869541182974028
1028,0.0148444190693693
1029,0.01851851851851814
1030,0.018374964111398516
1031,0.018114916501556395
1032,0.003946997462644589
1033,0.001988636363636281
1034,0.0017316017316018097
1035,0.0017574692442882689
1036,0.0020648967551624158
1037,0.0017631501616218936
1038,0.0020242914979756318
1039,0.0019696117051211316
1040,0.0019326339039204186
1041,0.001934235976789063
1042,0.001668520578420555
1043,0.0019310344827587755
1044,0.0008086253369272464
1045,0.0005317734645040593
1046,0.0002695417789755892
1047,0.000277238702522967
1048,2.7909572983533145e-05
1049,2.722570106180275e-05
1050,0.0005291005291004746
1051,2.6308866087871698e-05
1052,0.00026759432700035123
1053,0.0002718129926608963
1054,0.00027359781121760366
1055,2.7662517289073237e-05
1056,0.00028161081385535156
1057,2.8628685943314777e-05
1058,0.00028826751225121474
1059,2.86861732644866e-05
1060,0.0005665722379602819
1061,0.0022179096201829277
1062,0.0024304617877395395
1063,0.0023715415019764
1064,0.002311841767274666
1065,0.002510670348983087
1066,0.002491280518186359
1067,0.002270433905146371
1068,0.0023261824760920846
1069,0.00261711593823599
1070,0.0023279875840660855
1071,0.002279057989364508
1072,0.0024962556165751015
1073,0.002240477968633364
1074,0.00199800199800199
1075,0.00200100050025016
1076,0.0017499999999999183
1077,0.0020000000000000018
1078,0.002250562640660237
1079,0.0019995001249687714
1080,0.0017495626093475918
1081,0.0012493753123437807
1082,0.0012496875781054543
1083,0.0007496251874063341
1084,0.0012496875781054188
1085,0.0010030090270811477
1086,0.004528301886792375
1087,0.012512512512512527
1088,0.002694097477345064
1089,0.005932605600379642
1090,0.01458333333333369
1091,0.025658648339060678
1092,0.02131560852624313
1093,0.020684900022983194
1094,0.02070393374741207
1095,0.02099192618223747
1096,0.019386106623586478
1097,0.020333561800319536
1098,0.03101294065149512
1099,0.03552090101797727
1100,0.04475079533404114
1101,0.04967375289412656
1102,0.04669751787968129
1103,0.04316698252263502
1104,0.04164913756836439
1105,0.04227129337539428
1106,0.0458947368421053
1107,0.03433024431339473
1108,0.015792798483891684
1109,0.0031565656565655164
1110,0.012410601598654047
1111,0.022311092401599213
1112,0.018943380340981364
1113,0.019149831649831424
1114,0.01896733403582714
1115,0.019035532994924022
1116,0.019198312236286923
1117,0.01986343885785185
1118,0.019057171514543617
1119,0.0179968701095463
1120,0.019190575717271393
1121,0.0197798096659828
1122,0.019728270984552113
1123,0.019798281658572933
1124,0.01982049364248373
1125,0.01961883408071674
1126,0.020922847001682034
1127,0.01982420048625352
1128,0.01370120120120155
1129,0.010935143288084335
1130,0.0034097366925554557
1131,0.003610108303249183
1132,0.004565341449495875
1133,0.0024686669198633036
1134,0.003594400302686403
1135,0.006229941476307298
1136,0.00927678909503976
1137,0.004566210045662312
1138,0.005712109672505479
1139,0.01680196337549584
1140,0.017870439314966652
1141,0.0031146940271160944
1142,0.005031446540880561
1143,0.002107481559536371
1144,0.00017208742040962448
1145,0.0008396305625524533
1146,0.0009975062344140051
1147,0.0009968433294567573
1148,0.0011662779073642407
1149,0.0010005002501250145
1150,0.0011649192877350807
1151,0.003654485049833938
1152,0.0036703370036704295
1153,0.01978691019786914
1154,0.03403816400206279
1155,0.04060124395300612
1156,0.023732286153320972
1157,0.010575793184488674
1158,0.005821689953426559
1159,0.0011641443538998966
1160,0.002001000500250141
1161,0.0060030015007502355
1162,0.006013028227827186
1163,0.00619869324845026
1164,0.003977461054027113
1165,0.010607521697203479
1166,0.017672818267125412
1167,0.02122820318423041
1168,0.023492907801419098
1169,0.02366948787835317
1170,0.02260770652637528
1171,0.02185478073328559
1172,0.01323529411764675
1173,0.0044869877355668795
1174,0.004430186373357729
1175,0.006780705809832233
1176,0.005089450956199814
1177,0.0006170934896636189
1178,0.004505204287711656
1179,0.00989787902592303
1180,0.01522842639593896
1181,0.01735392453430996
1182,0.015223596574690688
1183,0.009902546369066163
1184,0.004512214096779265
1185,0.0004631773969430566
1186,0.0058461538461538854
1187,0.006457564575645596
1188,0.00661029976940806
1189,0.006751572809575076
1190,0.006595092024539918
1191,0.00651162790697667
1192,0.006182625237793379
1193,0.014679787062429148
1194,0.02697556331323428
1195,0.02503840245775737
1196,0.012222387837233435
1197,0.0018780699219879719
1198,0.0105723146320834
1199,0.02166163970386663
1200,0.021786492374727538
1201,0.022904951309833492
1202,0.020022560631697977
1203,0.014737754659731194
1204,0.01073185273513219
1205,0.0064506220242664045
1206,0.0007932730445819429
1207,0.0022584287788353914
1208,0.0023775558725628804
1209,0.0027906976744186906
1210,0.002301319423135872
1211,0.002454364166283258
1212,0.002306273062730531
1213,0.0036906043364600097
1214,0.004001231148045633
1215,0.004008633980881942
1216,0.004004929143561299
1217,0.0041341295360588495
1218,0.003931055337163476
1219,0.004017857142857213
1220,0.004116436342252274
